DayOfYear;flux_m3/s;c_mmol/m3;dis_mmol/s
258;-131.71633911132812;3.896524667739868;-513.2359644916796
259;-130.68006896972656;3.9098033905029297;-510.9333767289936
260;-139.33334350585938;3.927117109298706;-547.1783571776541
261;-136.98284912109375;3.949219226837158;-540.975301495957
262;-133.85389709472656;3.976630687713623;-532.287514856951
263;-131.10858154296875;4.009374141693115;-525.6633565924421
264;-131.5231170654297;4.046713829040527;-532.2364166671905
265;-135.2415313720703;4.0870442390441895;-552.738121673734
266;-149.628173828125;4.127542495727539;-617.5966460336931
267;-217.2316436767578;4.1656999588012695;-904.9218491146021
268;-275.2130432128906;4.014092445373535;-1104.7305976291245
269;-278.10772705078125;3.3979310989379883;-944.9908946008072
270;-340.71917724609375;2.8823580741882324;-982.0746715660498
271;-340.9148254394531;2.707017660140991;-922.8624530684829
272;-365.9158630371094;2.8190011978149414;-1031.5172562010994
273;-420.082763671875;3.121458053588867;-1311.270725837443
274;-517.363037109375;3.5052638053894043;-1813.4939282258274
275;-578.6720581054688;3.8652610778808594;-2236.7185830522794
276;-603.440185546875;4.1296515464782715;-2491.9976954507874
277;-607.4588623046875;4.294097900390625;-2608.4878251962364
278;-599.2875366210938;4.314083099365234;-2585.3762333972845
279;-778.049560546875;4.3154296875;-3357.618171930313
280;-853.4636840820312;4.309481620788574;-3677.9860605620197
281;-941.0137329101562;4.300677299499512;-4046.9963996440056
282;-935.9181518554688;4.288235187530518;-4013.4371514351515
283;-889.0703735351562;4.270725250244141;-3796.9752935005818
284;-904.3695678710938;4.208935737609863;-3806.4333942194353
285;-1017.9956665039062;4.070118427276611;-4143.362921125285
286;-927.3678588867188;3.8856747150421143;-3603.4498408188665
287;-862.7369995117188;3.672297716140747;-3168.2271129370056
288;-779.5420532226562;3.452049970626831;-2691.01812192965
289;-663.90771484375;3.248030424118042;-2156.3924566191854
290;-599.9110717773438;3.0769052505493164;-1845.8695266143768
291;-563.9310302734375;2.9407424926757812;-1658.37594366353
292;-549.0169677734375;2.834017753601074;-1555.9238336981507
293;-533.4985961914062;2.7467541694641113;-1465.3894934919954
294;-550.05224609375;2.665926456451416;-1466.3988352918532
295;-564.3381958007812;2.5587451457977295;-1443.9976190934976
296;-611.0503540039062;2.438392400741577;-1489.9805396735755
297;-613.7060546875;2.338785409927368;-1435.3267666872125
298;-602.4222412109375;2.265277862548828;-1364.653766922187
299;-678.3202514648438;2.2197439670562744;-1505.697285921182
300;-797.822509765625;2.1988306045532227;-1754.2765514741186
301;-892.2994995117188;2.1947028636932373;-1958.3322668504115
302;-894.385986328125;2.2054855823516846;-1972.5553979040706
303;-835.0935668945312;2.2167422771453857;-1851.1872151072457
304;-778.102294921875;2.1967718601226807;-1709.313225781254
305;-788.0750122070312;2.182060718536377;-1719.6275273970386
306;-764.6076049804688;2.1712284088134766;-1660.1377535284264
307;-817.480712890625;2.1632463932037354;-1768.4122036742629
308;-825.3200073242188;2.144688367843628;-1770.0542194568698
309;-810.5654296875;1.9327809810638428;-1566.6454464078415
310;-758.4816284179688;1.9281158447265625;-1462.4404456866905
311;-705.9508666992188;1.933903694152832;-1365.2409890000126
312;-679.6174926757812;1.9420440196990967;-1319.8470873338956
313;-669.1279296875;1.9486539363861084;-1303.898774131434
314;-659.2002563476562;1.9525786638259888;-1287.140355733056
315;-657.9002075195312;1.9532582759857178;-1285.0490251102456
316;-627.441162109375;1.9506272077560425;-1223.9038020766166
317;-601.2891845703125;1.9452886581420898;-1169.6810310081346
318;-568.4796142578125;1.9382003545761108;-1101.827389923783
319;-533.4053955078125;1.9301449060440063;-1029.5497069957928
320;-555.8804931640625;1.9169180393218994;-1065.5773450533452
321;-715.692626953125;1.904422640800476;-1362.9812426235003
322;-831.8145141601562;1.8939714431762695;-1575.4329358388786
323;-802.066162109375;1.886833906173706;-1513.365629662585
324;-737.6770629882812;1.88347589969635;-1389.3969698972141
325;-716.7835083007812;1.882610559463501;-1349.4242015763448
326;-677.6080932617188;1.8813610076904297;-1274.8254451580578
327;-664.6112060546875;1.8709936141967773;-1243.4833224519389
