DayOfYear;depth_0.5;depth_1.5;depth_2.5;depth_4.0;depth_6.25;depth_8.75;depth_12.5;depth_17.5;depth_25.0;depth_35.0;depth_45.0;depth_55.0;depth_65.0;depth_75.0;depth_85.0;depth_95.0;depth_107.5
38;0.930025853713257;0.930025853713257;0.930025853713257;0.9531348664994531;0.9117966166906314;0.9155102267014449;0.8793813506263571;0.8568303008064988;0.7845689431845561;0.665642015812142;0.5130640554854605;0.6119771815776709;0.6246775663111893;0.44981460619362823;0.44981460619362823;0.6111024923395875;0.6111024923395875
39;0.9362671200858445;0.9362671200858445;0.9362671200858445;0.9589810970860295;0.918298310815148;0.9226835433000748;0.8849202610983089;0.8598586516472332;0.7869156716842329;0.6671160727708231;0.5142464292087988;0.6138203401513654;0.6265135514008008;0.450460030906462;0.450460030906462;0.612143898264483;0.612143898264483
40;0.9425083864584316;0.9425083864584316;0.9425083864584316;0.9648273276726058;0.9248000049396649;0.9298568598987049;0.8904591715702602;0.8628870024879679;0.78926240018391;0.6685901297295043;0.5154288029321373;0.6156634987250599;0.628349536490412;0.45110545561929566;0.45110545561929566;0.6131853041893784;0.6131853041893784
41;0.9487496528310192;0.9487496528310192;0.9487496528310192;0.9706735582591822;0.9313016990641817;0.9370301764973351;0.8959980820422114;0.8659153533287024;0.7916091286835871;0.6700641866881855;0.5166111766554757;0.6175066572987545;0.6301855215800235;0.45175088033212946;0.45175088033212946;0.614226710114274;0.614226710114274
42;0.9549909192036065;0.9549909192036065;0.9549909192036065;0.9765197888457585;0.9378033931886982;0.9442034930959651;0.9015369925141631;0.8689437041694371;0.7939558571832639;0.6715382436468667;0.517793550378814;0.6193498158724488;0.6320215066696349;0.4523963050449631;0.4523963050449631;0.6152681160391695;0.6152681160391695
43;0.9612321855761937;0.9612321855761937;0.9612321855761937;0.9823660194323349;0.9443050873132147;0.9513768096945955;0.9070759029861146;0.8719720550101715;0.796302585682941;0.6730123006055477;0.5189759241021527;0.6211929744461433;0.6338574917592461;0.45304172975779694;0.45304172975779694;0.6163095219640651;0.6163095219640651
44;0.9671807715049248;0.9671807715049248;0.9671807715049248;0.9882122500189112;0.9508067814377317;0.9578829603125097;0.9128898027471994;0.8762883265053643;0.8000432096166488;0.6749069858559889;0.520158297825491;0.6230361330198377;0.6356934768488576;0.4536871544706305;0.4536871544706305;0.6173509278889605;0.6173509278889605
45;0.972479929147929;0.972479929147929;0.972479929147929;0.9940584806054875;0.9573084755622486;0.9643891109304239;0.9187037025082845;0.8806045980005575;0.8037838335503564;0.6768016711064297;0.5213406715488295;0.6248792915935323;0.6375294619384688;0.4543325791834642;0.4543325791834642;0.618392333813856;0.618392333813856
46;0.9784066562864275;0.9784066562864275;0.9784066562864275;0.9999047111920639;0.9640191326315771;0.9707455161155742;0.9242349010432718;0.8846299164874059;0.8073425138238598;0.6787426265118367;0.5227136047475455;0.6267224501672268;0.6393654470280802;0.454978003896298;0.454978003896298;0.6194337397387516;0.6194337397387516
47;0.9843333834249257;0.9843333834249257;0.9843333834249257;1.00575094177864;0.9707297897009058;0.9771019213007238;0.929766099578259;0.8886552349742545;0.810901194097363;0.6806835819172434;0.5240865379462615;0.6285656087409212;0.6412014321176915;0.45562342860913174;0.45562342860913174;0.620475145663647;0.620475145663647
48;0.9902601105634243;0.9902601105634243;0.9902601105634243;1.0115971723652166;0.9774404467702342;0.9834583264858741;0.9352972981132467;0.8926805534611032;0.8144598743708663;0.6826245373226499;0.5254594711449774;0.6304087673146156;0.6430374172073029;0.4562688533219655;0.4562688533219655;0.6215165515885426;0.6215165515885426
49;0.9950113465264315;0.9950113465264315;0.9950113465264315;1.0154437359521258;0.983346075534535;0.9895189163752086;0.9414406622603998;0.8969389721810521;0.8182419215030745;0.6841492423118066;0.5268324043436933;0.6322519258883103;0.6448734022969144;0.45691427803479917;0.45691427803479917;0.622557957513438;0.622557957513438
50;1.0010331643534445;1.0010331643534445;1.0010331643534445;1.0209358071989778;0.9905990938779812;0.9966409281359092;0.9483534053846302;0.9012669018432075;0.8220239686352833;0.685673947300963;0.5282053375424094;0.6340950844620049;0.6467093873865258;0.45755970274763286;0.45755970274763286;0.6235993634383336;0.6235993634383336
51;1.0070549821804582;1.0070549821804582;1.0070549821804582;1.0264278784458294;0.9978521122214272;1.0037629398966097;0.9552661485088606;0.9055948315053634;0.8258060157674912;0.6871986522901193;0.5295782707411253;0.6359382430356991;0.6485453724761371;0.45820512746046654;0.45820512746046654;0.6246407693632292;0.6246407693632292
52;1.0130768000074715;1.0130768000074715;1.0130768000074715;1.031919949692681;1.0051051305648733;1.0108849516573104;0.9621788916330911;0.9099227611675189;0.8295880628997;0.6887233572792758;0.5309512039398414;0.6377814016093937;0.6503813575657484;0.4588505521733003;0.4588505521733003;0.6256821752881246;0.6256821752881246
53;1.0190986178344847;1.0190986178344847;1.0190986178344847;1.0374120209395328;1.0123581489083195;1.0180069634180107;0.9690916347573214;0.9142506908296746;0.8333701100319085;0.6902480622684323;0.5323241371385573;0.6396245601830881;0.6522173426553599;0.45949597688613397;0.45949597688613397;0.6267235812130202;0.6267235812130202
54;1.0251204356614978;1.0251204356614978;1.0251204356614978;1.0429040921863846;1.0196111672517658;1.025128975178711;0.9760043778815519;0.91857862049183;0.8371521571641171;0.6917727672575884;0.5336970703372732;0.6414677187567827;0.6540533277449712;0.4601414015989677;0.4601414015989677;0.6277649871379156;0.6277649871379156
55;1.025373923231163;1.025373923231163;1.025373923231163;1.0419376455946787;1.0213517822651756;1.0272696848155636;0.9791039748783632;0.920747507238291;0.8397881069993134;0.6931222663550756;0.535461448473166;0.643009114053104;0.6551752398288921;0.4607523595886681;0.4607523595886681;0.6284907020744104;0.6284907020744104
56;1.0256274108008274;1.0256274108008274;1.0256274108008274;1.0409711990029726;1.0230923972785853;1.0294103944524158;0.9822035718751742;0.922916393984752;0.8424240568345102;0.6944717654525628;0.5372258266090586;0.6445505093494254;0.6562971519128132;0.4613633175783685;0.4613633175783685;0.6292164170109049;0.6292164170109049
57;1.0262864546936021;1.0262864546936021;1.0262864546936021;1.0405740855603869;1.0248984507295265;1.0317298013609884;0.986021672734443;0.9264147320360194;0.8460945435463022;0.6958212645500498;0.5389902047449513;0.646091904645747;0.6574190639967342;0.4619742755680688;0.4619742755680688;0.6299421319473996;0.6299421319473996
58;1.0269454985863764;1.0269454985863764;1.0269454985863764;1.0401769721178011;1.0267045041804672;1.0340492082695614;0.9898397735937118;0.9299130700872869;0.8497650302580947;0.6971707636475369;0.5407545828808438;0.6476332999420683;0.6585409760806553;0.4625852335577692;0.4625852335577692;0.630667846883894;0.630667846883894
59;1.0291796043220698;1.0291796043220698;1.0291796043220698;1.0418284053666194;1.03003730469387;1.037593072764199;0.9945810147683226;0.9335255495636368;0.8534355169698867;0.6985202627450239;0.5425189610167366;0.6491746952383898;0.6596628881645763;0.4631961915474696;0.4631961915474696;0.6313935618203887;0.6313935618203887
60;1.0313811833858921;1.0313811833858921;1.0313811833858921;1.0435907249968157;1.0334092850620262;1.0414390410445467;0.999854131474809;0.9377322364199085;0.8571060036816793;0.6998697618425109;0.5442833391526292;0.6507160905347112;0.6607848002484973;0.46380714953716995;0.46380714953716995;0.6321192767568834;0.6321192767568834
61;1.0289475721117642;1.0289475721117642;1.0289475721117642;1.040125005141334;1.0318300580664757;1.0409452947824553;1.0021250882770352;0.9401784736940638;0.8596308716096958;0.7007790276684702;0.5460581527090896;0.6478098024170111;0.6574687698030902;0.46456687367312716;0.46456687367312716;0.6307536433844738;0.6307536433844738
62;1.0272967792504135;1.0272967792504135;1.0272967792504135;1.0375931154775477;1.0307276227111375;1.0406626993228019;1.0041575425947817;0.9426940660614901;0.8622721907339584;0.7016882934944294;0.54783296626555;0.644903514299311;0.6541527393576831;0.4653265978090842;0.4653265978090842;0.6293880100120645;0.6293880100120645
63;1.0248970618548716;1.0248970618548716;1.0248970618548716;1.0350612258137621;1.0296251873557989;1.0403801038631488;1.0061899969125283;0.9452096584289166;0.864913509858221;0.7025975593203887;0.5496077798220106;0.6419972261816111;0.6508367089122761;0.4660863219450413;0.4660863219450413;0.628022376639655;0.628022376639655
64;1.0207365391270964;1.0207365391270964;1.0207365391270964;1.0301450017343916;1.0259567003272663;1.037276372583848;1.00541494682922;0.9440679228719577;0.863209312696669;0.7002511948335693;0.5495217086867901;0.6386832339848698;0.6471680653323009;0.4659102650700294;0.4659102650700294;0.626404489255593;0.626404489255593
65;1.0165760163993205;1.0165760163993205;1.0165760163993205;1.0252287776550213;1.0222882132987334;1.0341726413045473;1.0046398967459114;0.9429261873149986;0.8615051155351168;0.6979048303467497;0.5494356375515697;0.6353692417881288;0.6434994217523257;0.4657342081950176;0.4657342081950176;0.624786601871531;0.624786601871531
66;1.0108951885798112;1.0108951885798112;1.0108951885798112;1.0183541944744348;1.016919045998092;1.029591551405031;1.002696702637316;0.9419531142643645;0.859017340479597;0.69555846585993;0.5493495664163492;0.6320552495913876;0.6398307781723505;0.4655581513200058;0.4655581513200058;0.623168714487469;0.623168714487469
